STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,MEASURE,Measure,UNIT_MEASURE,Unit of measure,PAY_PERIOD,Pay period,PRICE_BASE,Price base,AGGREGATION_OPERATION,Aggregation operation,SEX,Sex,TIME_PERIOD,Time period,OBS_VALUE,Observation value,BASE_PER,Base period,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,DECIMALS,Decimals
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,BRA,Brazil,SM_WG,Statutory minimum wages,BRL,Brazilian real,M,Monthly,V,Current prices,_Z,Not applicable,_Z,Not applicable,1961,,1.02E-11,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,BRA,Brazil,SM_WG,Statutory minimum wages,BRL,Brazilian real,M,Monthly,V,Current prices,_Z,Not applicable,_Z,Not applicable,1962,,1.34E-11,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,BRA,Brazil,SM_WG,Statutory minimum wages,BRL,Brazilian real,M,Monthly,V,Current prices,_Z,Not applicable,_Z,Not applicable,1963,,2.1E-11,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,BRA,Brazil,SM_WG,Statutory minimum wages,BRL,Brazilian real,M,Monthly,V,Current prices,_Z,Not applicable,_Z,Not applicable,1964,,3.88E-11,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,BRA,Brazil,SM_WG,Statutory minimum wages,BRL,Brazilian real,M,Monthly,V,Current prices,_Z,Not applicable,_Z,Not applicable,1965,,6.2E-11,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,BRA,Brazil,SM_WG,Statutory minimum wages,BRL,Brazilian real,M,Monthly,V,Current prices,_Z,Not applicable,_Z,Not applicable,1966,,8.1E-11,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,BRA,Brazil,SM_WG,Statutory minimum wages,BRL,Brazilian real,M,Monthly,V,Current prices,_Z,Not applicable,_Z,Not applicable,1967,,1.02E-10,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,BRA,Brazil,SM_WG,Statutory minimum wages,BRL,Brazilian real,M,Monthly,V,Current prices,_Z,Not applicable,_Z,Not applicable,1968,,1.23847,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,BRA,Brazil,SM_WG,Statutory minimum wages,BRL,Brazilian real,M,Monthly,V,Current prices,_Z,Not applicable,_Z,Not applicable,1969,,1.47E-10,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,BRA,Brazil,SM_WG,Statutory minimum wages,BRL,Brazilian real,M,Monthly,V,Current prices,_Z,Not applicable,_Z,Not applicable,1970,,1.77E-10,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,BRA,Brazil,SM_WG,Statutory minimum wages,BRL,Brazilian real,M,Monthly,V,Current prices,_Z,Not applicable,_Z,Not applicable,1971,,2.13E-10,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,BRA,Brazil,SM_WG,Statutory minimum wages,BRL,Brazilian real,M,Monthly,V,Current prices,_Z,Not applicable,_Z,Not applicable,1972,,2.54E-10,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,BRA,Brazil,SM_WG,Statutory minimum wages,BRL,Brazilian real,M,Monthly,V,Current prices,_Z,Not applicable,_Z,Not applicable,1973,,2.98E-10,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,BRA,Brazil,SM_WG,Statutory minimum wages,BRL,Brazilian real,M,Monthly,V,Current prices,_Z,Not applicable,_Z,Not applicable,1974,,3.58E-10,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,BRA,Brazil,SM_WG,Statutory minimum wages,BRL,Brazilian real,M,Monthly,V,Current prices,_Z,Not applicable,_Z,Not applicable,1975,,4.94E-10,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,BRA,Brazil,SM_WG,Statutory minimum wages,BRL,Brazilian real,M,Monthly,V,Current prices,_Z,Not applicable,_Z,Not applicable,1976,,6.9E-10,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,BRA,Brazil,SM_WG,Statutory minimum wages,BRL,Brazilian real,M,Monthly,V,Current prices,_Z,Not applicable,_Z,Not applicable,1977,,9.94E-10,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,BRA,Brazil,SM_WG,Statutory minimum wages,BRL,Brazilian real,M,Monthly,V,Current prices,_Z,Not applicable,_Z,Not applicable,1978,,1.41E-09,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,BRA,Brazil,SM_WG,Statutory minimum wages,BRL,Brazilian real,M,Monthly,V,Current prices,_Z,Not applicable,_Z,Not applicable,1979,,2.14E-09,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,BRA,Brazil,SM_WG,Statutory minimum wages,BRL,Brazilian real,M,Monthly,V,Current prices,_Z,Not applicable,_Z,Not applicable,1980,,4.02E-09,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,BRA,Brazil,SM_WG,Statutory minimum wages,BRL,Brazilian real,M,Monthly,V,Current prices,_Z,Not applicable,_Z,Not applicable,1981,,8.15E-09,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,BRA,Brazil,SM_WG,Statutory minimum wages,BRL,Brazilian real,M,Monthly,V,Current prices,_Z,Not applicable,_Z,Not applicable,1982,,1.62E-08,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,BRA,Brazil,SM_WG,Statutory minimum wages,BRL,Brazilian real,M,Monthly,V,Current prices,_Z,Not applicable,_Z,Not applicable,1983,,3.48E-08,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,BRA,Brazil,SM_WG,Statutory minimum wages,BRL,Brazilian real,M,Monthly,V,Current prices,_Z,Not applicable,_Z,Not applicable,1984,,9.54E-08,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,BRA,Brazil,SM_WG,Statutory minimum wages,BRL,Brazilian real,M,Monthly,V,Current prices,_Z,Not applicable,_Z,Not applicable,1985,,3.22E-07,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,BRA,Brazil,SM_WG,Statutory minimum wages,BRL,Brazilian real,M,Monthly,V,Current prices,_Z,Not applicable,_Z,Not applicable,1986,,7.7E-07,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,BRA,Brazil,SM_WG,Statutory minimum wages,BRL,Brazilian real,M,Monthly,V,Current prices,_Z,Not applicable,_Z,Not applicable,1987,,1.99E-06,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,BRA,Brazil,SM_WG,Statutory minimum wages,BRL,Brazilian real,M,Monthly,V,Current prices,_Z,Not applicable,_Z,Not applicable,1988,,1.53534,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,BRA,Brazil,SM_WG,Statutory minimum wages,BRL,Brazilian real,M,Monthly,V,Current prices,_Z,Not applicable,_Z,Not applicable,1989,,0.0002306,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,BRA,Brazil,SM_WG,Statutory minimum wages,BRL,Brazilian real,M,Monthly,V,Current prices,_Z,Not applicable,_Z,Not applicable,1990,,0.004827025,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,BRA,Brazil,SM_WG,Statutory minimum wages,BRL,Brazilian real,M,Monthly,V,Current prices,_Z,Not applicable,_Z,Not applicable,1991,,0.030103917,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,BRA,Brazil,SM_WG,Statutory minimum wages,BRL,Brazilian real,M,Monthly,V,Current prices,_Z,Not applicable,_Z,Not applicable,1992,,0.282741423,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,BRA,Brazil,SM_WG,Statutory minimum wages,BRL,Brazilian real,M,Monthly,V,Current prices,_Z,Not applicable,_Z,Not applicable,1993,,6.5093,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,BRA,Brazil,SM_WG,Statutory minimum wages,BRL,Brazilian real,M,Monthly,V,Current prices,_Z,Not applicable,_Z,Not applicable,1994,,62.03758333,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,BRA,Brazil,SM_WG,Statutory minimum wages,BRL,Brazilian real,M,Monthly,V,Current prices,_Z,Not applicable,_Z,Not applicable,1995,,90,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,BRA,Brazil,SM_WG,Statutory minimum wages,BRL,Brazilian real,M,Monthly,V,Current prices,_Z,Not applicable,_Z,Not applicable,1996,,108,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,BRA,Brazil,SM_WG,Statutory minimum wages,BRL,Brazilian real,M,Monthly,V,Current prices,_Z,Not applicable,_Z,Not applicable,1997,,117.33,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,BRA,Brazil,SM_WG,Statutory minimum wages,BRL,Brazilian real,M,Monthly,V,Current prices,_Z,Not applicable,_Z,Not applicable,1998,,126.67,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,BRA,Brazil,SM_WG,Statutory minimum wages,BRL,Brazilian real,M,Monthly,V,Current prices,_Z,Not applicable,_Z,Not applicable,1999,,134,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,BRA,Brazil,SM_WG,Statutory minimum wages,BRL,Brazilian real,M,Monthly,V,Current prices,_Z,Not applicable,_Z,Not applicable,2000,,147.25,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,BRA,Brazil,SM_WG,Statutory minimum wages,BRL,Brazilian real,M,Monthly,V,Current prices,_Z,Not applicable,_Z,Not applicable,2001,,172.75,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,BRA,Brazil,SM_WG,Statutory minimum wages,BRL,Brazilian real,M,Monthly,V,Current prices,_Z,Not applicable,_Z,Not applicable,2002,,195,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,BRA,Brazil,SM_WG,Statutory minimum wages,BRL,Brazilian real,M,Monthly,V,Current prices,_Z,Not applicable,_Z,Not applicable,2003,,230,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,BRA,Brazil,SM_WG,Statutory minimum wages,BRL,Brazilian real,M,Monthly,V,Current prices,_Z,Not applicable,_Z,Not applicable,2004,,253.33,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,BRA,Brazil,SM_WG,Statutory minimum wages,BRL,Brazilian real,M,Monthly,V,Current prices,_Z,Not applicable,_Z,Not applicable,2005,,286.67,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,BRA,Brazil,SM_WG,Statutory minimum wages,BRL,Brazilian real,M,Monthly,V,Current prices,_Z,Not applicable,_Z,Not applicable,2006,,337.5,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,BRA,Brazil,SM_WG,Statutory minimum wages,BRL,Brazilian real,M,Monthly,V,Current prices,_Z,Not applicable,_Z,Not applicable,2007,,372.5,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,BRA,Brazil,SM_WG,Statutory minimum wages,BRL,Brazilian real,M,Monthly,V,Current prices,_Z,Not applicable,_Z,Not applicable,2008,,409.17,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,BRA,Brazil,SM_WG,Statutory minimum wages,BRL,Brazilian real,M,Monthly,V,Current prices,_Z,Not applicable,_Z,Not applicable,2009,,460.83,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,BRA,Brazil,SM_WG,Statutory minimum wages,BRL,Brazilian real,M,Monthly,V,Current prices,_Z,Not applicable,_Z,Not applicable,2010,,510,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,BRA,Brazil,SM_WG,Statutory minimum wages,BRL,Brazilian real,M,Monthly,V,Current prices,_Z,Not applicable,_Z,Not applicable,2011,,544.17,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,BRA,Brazil,SM_WG,Statutory minimum wages,BRL,Brazilian real,M,Monthly,V,Current prices,_Z,Not applicable,_Z,Not applicable,2012,,622,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,BRA,Brazil,SM_WG,Statutory minimum wages,BRL,Brazilian real,M,Monthly,V,Current prices,_Z,Not applicable,_Z,Not applicable,2013,,678,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,BRA,Brazil,SM_WG,Statutory minimum wages,BRL,Brazilian real,M,Monthly,V,Current prices,_Z,Not applicable,_Z,Not applicable,2014,,724,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,BRA,Brazil,SM_WG,Statutory minimum wages,BRL,Brazilian real,M,Monthly,V,Current prices,_Z,Not applicable,_Z,Not applicable,2015,,788,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,BRA,Brazil,SM_WG,Statutory minimum wages,BRL,Brazilian real,M,Monthly,V,Current prices,_Z,Not applicable,_Z,Not applicable,2016,,880,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,BRA,Brazil,SM_WG,Statutory minimum wages,BRL,Brazilian real,M,Monthly,V,Current prices,_Z,Not applicable,_Z,Not applicable,2017,,937,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,BRA,Brazil,SM_WG,Statutory minimum wages,BRL,Brazilian real,M,Monthly,V,Current prices,_Z,Not applicable,_Z,Not applicable,2018,,954,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,BRA,Brazil,SM_WG,Statutory minimum wages,BRL,Brazilian real,M,Monthly,V,Current prices,_Z,Not applicable,_Z,Not applicable,2019,,998,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,BRA,Brazil,SM_WG,Statutory minimum wages,BRL,Brazilian real,M,Monthly,V,Current prices,_Z,Not applicable,_Z,Not applicable,2020,,1045,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,BRA,Brazil,SM_WG,Statutory minimum wages,BRL,Brazilian real,M,Monthly,V,Current prices,_Z,Not applicable,_Z,Not applicable,2021,,1100,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,BRA,Brazil,SM_WG,Statutory minimum wages,BRL,Brazilian real,M,Monthly,V,Current prices,_Z,Not applicable,_Z,Not applicable,2022,,1212,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,BRA,Brazil,SM_WG,Statutory minimum wages,BRL,Brazilian real,M,Monthly,V,Current prices,_Z,Not applicable,_Z,Not applicable,2023,,1284,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,BRA,Brazil,SM_WG,Statutory minimum wages,BRL,Brazilian real,M,Monthly,V,Current prices,_Z,Not applicable,_Z,Not applicable,2024,,1412,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,AUS,Australia,SM_WG,Statutory minimum wages,AUD,Australian dollar,A,Annual,V,Current prices,_Z,Not applicable,_Z,Not applicable,1985,,11194,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,AUS,Australia,SM_WG,Statutory minimum wages,AUD,Australian dollar,A,Annual,V,Current prices,_Z,Not applicable,_Z,Not applicable,1986,,11478,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,AUS,Australia,SM_WG,Statutory minimum wages,AUD,Australian dollar,A,Annual,V,Current prices,_Z,Not applicable,_Z,Not applicable,1987,,12144,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,AUS,Australia,SM_WG,Statutory minimum wages,AUD,Australian dollar,A,Annual,V,Current prices,_Z,Not applicable,_Z,Not applicable,1988,,12946,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,AUS,Australia,SM_WG,Statutory minimum wages,AUD,Australian dollar,A,Annual,V,Current prices,_Z,Not applicable,_Z,Not applicable,1989,,13826,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,AUS,Australia,SM_WG,Statutory minimum wages,AUD,Australian dollar,A,Annual,V,Current prices,_Z,Not applicable,_Z,Not applicable,1990,,14825,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,AUS,Australia,SM_WG,Statutory minimum wages,AUD,Australian dollar,A,Annual,V,Current prices,_Z,Not applicable,_Z,Not applicable,1991,,15956,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,AUS,Australia,SM_WG,Statutory minimum wages,AUD,Australian dollar,A,Annual,V,Current prices,_Z,Not applicable,_Z,Not applicable,1992,,16730,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,AUS,Australia,SM_WG,Statutory minimum wages,AUD,Australian dollar,A,Annual,V,Current prices,_Z,Not applicable,_Z,Not applicable,1993,,16921,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,AUS,Australia,SM_WG,Statutory minimum wages,AUD,Australian dollar,A,Annual,V,Current prices,_Z,Not applicable,_Z,Not applicable,1994,,17198,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,AUS,Australia,SM_WG,Statutory minimum wages,AUD,Australian dollar,A,Annual,V,Current prices,_Z,Not applicable,_Z,Not applicable,1995,,17614,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,AUS,Australia,SM_WG,Statutory minimum wages,AUD,Australian dollar,A,Annual,V,Current prices,_Z,Not applicable,_Z,Not applicable,1996,,18030,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,AUS,Australia,SM_WG,Statutory minimum wages,AUD,Australian dollar,A,Annual,V,Current prices,_Z,Not applicable,_Z,Not applicable,1997,,18515,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,AUS,Australia,SM_WG,Statutory minimum wages,AUD,Australian dollar,A,Annual,V,Current prices,_Z,Not applicable,_Z,Not applicable,1998,,19174,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,AUS,Australia,SM_WG,Statutory minimum wages,AUD,Australian dollar,A,Annual,V,Current prices,_Z,Not applicable,_Z,Not applicable,1999,,19833,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,AUS,Australia,SM_WG,Statutory minimum wages,AUD,Australian dollar,A,Annual,V,Current prices,_Z,Not applicable,_Z,Not applicable,2000,,20561,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,AUS,Australia,SM_WG,Statutory minimum wages,AUD,Australian dollar,A,Annual,V,Current prices,_Z,Not applicable,_Z,Not applicable,2001,,21271,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,AUS,Australia,SM_WG,Statutory minimum wages,AUD,Australian dollar,A,Annual,V,Current prices,_Z,Not applicable,_Z,Not applicable,2002,,22121,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,AUS,Australia,SM_WG,Statutory minimum wages,AUD,Australian dollar,A,Annual,V,Current prices,_Z,Not applicable,_Z,Not applicable,2003,,23022,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,AUS,Australia,SM_WG,Statutory minimum wages,AUD,Australian dollar,A,Annual,V,Current prices,_Z,Not applicable,_Z,Not applicable,2004,,23975,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,AUS,Australia,SM_WG,Statutory minimum wages,AUD,Australian dollar,A,Annual,V,Current prices,_Z,Not applicable,_Z,Not applicable,2005,,24820,,,,A,Normal value,0,Units,1,One
